image_path,class_name,label,split
data/raw\TeaRedScab\red_spider_00393.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_250.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00326.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_338.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00756.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_474.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00315.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_410.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_148.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_143.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00658.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_36.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_422.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00761.jpg,Healthy,0,train
data/raw\Healthy\healthy_00843.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_125.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00223.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_347.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_183.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_446.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_104.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00759.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00254.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00463.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00181.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_171.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_286.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_292.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_23.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_76.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_448.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_147.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_156.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00448.jpg,Healthy,0,train
data/raw\Healthy\healthy_00527.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_503.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_255.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_92.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00526.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00011.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_353.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00538.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_380.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00444.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_444.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00102.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_262.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00320.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00258.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00241.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_203.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00458.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00140.jpg,Healthy,0,train
data/raw\Healthy\healthy_00297.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00413.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00045.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00501.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_211.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_129.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00808.jpg,Healthy,0,train
data/raw\Healthy\healthy_00090.jpg,Healthy,0,train
data/raw\Healthy\healthy_00661.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_17.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_191.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_148.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00132.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00435.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_39.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_470.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_69.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_49.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00683.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00267.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00027.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00422.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_408.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00384.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00019.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_107.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_130.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_150.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_429.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00020.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_493.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_215.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00050.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00706.jpg,Healthy,0,train
data/raw\Healthy\healthy_00312.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_510.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00463.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00065.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00050.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00054.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00634.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00398.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_440.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_290.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00092.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_298.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00045.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00042.jpg,Healthy,0,train
data/raw\Healthy\healthy_00444.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00170.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00851.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_153.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_219.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00380.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00201.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_234.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_405.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00409.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_392.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00281.jpg,Healthy,0,train
data/raw\Healthy\healthy_00026.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00078.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_71.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_260.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_4.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00667.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_205.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00865.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00138.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_457.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00311.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_316.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_117.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00028.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_146.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_194.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_180.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_220.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_207.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00424.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_525.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_393.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00333.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_211.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00742.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00257.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_376.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00001.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00176.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00299.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_75.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_307.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_175.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00670.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00215.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00040.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00285.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_300.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00358.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_445.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00263.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00026.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00483.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00389.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00366.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00084.jpg,Healthy,0,train
data/raw\Healthy\healthy_00884.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_24.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00260.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_256.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00139.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00581.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_388.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00044.jpg,Healthy,0,train
data/raw\Healthy\healthy_00934.jpg,Healthy,0,train
data/raw\Healthy\healthy_00592.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00174.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00629.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_12.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00101.jpg,Healthy,0,train
data/raw\Healthy\healthy_00431.jpg,Healthy,0,train
data/raw\Healthy\healthy_00432.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_393.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00600.jpg,Healthy,0,train
data/raw\Healthy\healthy_00619.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00113.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00512.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00177.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00321.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00430.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_288.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00051.jpg,Healthy,0,train
data/raw\Healthy\healthy_00913.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_135.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00377.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00437.jpg,Healthy,0,train
data/raw\Healthy\healthy_00085.jpg,Healthy,0,train
data/raw\Healthy\healthy_00228.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_189.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_109.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00421.jpg,Healthy,0,train
data/raw\Healthy\healthy_00835.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00075.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_237.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00395.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_33.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00186.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_228.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00014.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00715.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00033.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00077.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_160.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00306.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_77.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00274.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_31.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00043.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_400.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_80.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00300.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_33.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00272.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00156.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_89.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00681.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_439.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00935.jpg,Healthy,0,train
data/raw\Healthy\healthy_00779.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00490.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_180.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00445.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00184.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00858.jpg,Healthy,0,train
data/raw\Healthy\healthy_00679.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_125.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00573.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_325.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_122.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00142.jpg,Healthy,0,train
data/raw\Healthy\healthy_00013.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_314.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00055.jpg,Healthy,0,train
data/raw\Healthy\healthy_00307.jpg,Healthy,0,train
data/raw\Healthy\healthy_00429.jpg,Healthy,0,train
data/raw\Healthy\healthy_00616.jpg,Healthy,0,train
data/raw\Healthy\healthy_00034.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_237.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_144.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_94.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00539.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_138.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00221.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_413.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00529.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00022.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00508.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00322.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00389.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_217.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00482.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00256.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00350.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00233.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00445.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_256.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00352.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00716.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_112.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00583.jpg,Healthy,0,train
data/raw\Healthy\healthy_00239.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00083.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00093.jpg,Healthy,0,train
data/raw\Healthy\healthy_00644.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00032.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00361.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00360.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00372.jpg,Healthy,0,train
data/raw\Healthy\healthy_00066.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_135.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_415.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00569.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00101.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00450.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00071.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00247.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_477.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_504.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00351.jpg,Healthy,0,train
data/raw\Healthy\healthy_00193.jpg,Healthy,0,train
data/raw\Healthy\healthy_00325.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_38.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_123.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00238.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_218.jpg,TeaRedLeafSpot,2,train
data/raw\TeaLeafBlight\Healthy_52.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_369.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00219.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_213.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00897.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_271.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_329.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_7.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_452.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_75.jpg,TeaLeafBlight,1,train
data/raw\TeaRedScab\red_spider_00367.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_435.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00308.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00051.jpg,TeaRedScab,3,train
data/raw\TeaRedLeafSpot\Healthy_475.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedLeafSpot\Healthy_276.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00209.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_319.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_341.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00362.jpg,Healthy,0,train
data/raw\Healthy\healthy_00823.jpg,Healthy,0,train
data/raw\Healthy\healthy_00530.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_128.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00483.jpg,Healthy,0,train
data/raw\Healthy\healthy_00869.jpg,Healthy,0,train
data/raw\Healthy\healthy_00214.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_168.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00115.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00171.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00669.jpg,Healthy,0,train
data/raw\Healthy\healthy_00847.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00041.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00168.jpg,TeaRedScab,3,train
data/raw\TeaRedScab\red_spider_00234.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_163.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_207.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_80.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00408.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00482.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_117.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00465.jpg,Healthy,0,train
data/raw\Healthy\healthy_00145.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_401.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00391.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_146.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00825.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_212.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00588.jpg,Healthy,0,train
data/raw\Healthy\healthy_00478.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_57.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00855.jpg,Healthy,0,train
data/raw\Healthy\healthy_00109.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00107.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00089.jpg,Healthy,0,train
data/raw\Healthy\healthy_00060.jpg,Healthy,0,train
data/raw\Healthy\healthy_00030.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_289.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00138.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_535.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00386.jpg,TeaRedScab,3,train
data/raw\TeaLeafBlight\Healthy_78.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_376.jpg,TeaLeafBlight,1,train
data/raw\TeaLeafBlight\Healthy_59.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00877.jpg,Healthy,0,train
data/raw\Healthy\healthy_00870.jpg,Healthy,0,train
data/raw\Healthy\healthy_00164.jpg,Healthy,0,train
data/raw\TeaRedScab\red_spider_00116.jpg,TeaRedScab,3,train
data/raw\Healthy\healthy_00117.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_190.jpg,TeaLeafBlight,1,train
data/raw\Healthy\healthy_00222.jpg,Healthy,0,train
data/raw\TeaRedLeafSpot\Healthy_232.jpg,TeaRedLeafSpot,2,train
data/raw\Healthy\healthy_00211.jpg,Healthy,0,train
data/raw\Healthy\healthy_00430.jpg,Healthy,0,train
data/raw\Healthy\healthy_00047.jpg,Healthy,0,train
data/raw\Healthy\healthy_00278.jpg,Healthy,0,train
data/raw\TeaLeafBlight\Healthy_305.jpg,TeaLeafBlight,1,train
data/raw\TeaRedLeafSpot\Healthy_327.jpg,TeaRedLeafSpot,2,train
data/raw\TeaRedScab\red_spider_00179.jpg,TeaRedScab,3,val
data/raw\TeaRedScab\red_spider_00161.jpg,TeaRedScab,3,val
data/raw\Healthy\healthy_00387.jpg,Healthy,0,val
data/raw\Healthy\healthy_00868.jpg,Healthy,0,val
data/raw\TeaRedLeafSpot\Healthy_440.jpg,TeaRedLeafSpot,2,val
data/raw\Healthy\healthy_00472.jpg,Healthy,0,val
data/raw\Healthy\healthy_00912.jpg,Healthy,0,val
data/raw\TeaRedScab\red_spider_00470.jpg,TeaRedScab,3,val
data/raw\TeaRedLeafSpot\Healthy_560.jpg,TeaRedLeafSpot,2,val
data/raw\TeaLeafBlight\Healthy_233.jpg,TeaLeafBlight,1,val
data/raw\TeaLeafBlight\Healthy_365.jpg,TeaLeafBlight,1,val
data/raw\TeaLeafBlight\Healthy_62.jpg,TeaLeafBlight,1,val
data/raw\Healthy\healthy_00318.jpg,Healthy,0,val
data/raw\Healthy\healthy_00455.jpg,Healthy,0,val
data/raw\TeaRedLeafSpot\Healthy_311.jpg,TeaRedLeafSpot,2,val
data/raw\TeaLeafBlight\Healthy_451.jpg,TeaLeafBlight,1,val
data/raw\TeaRedLeafSpot\Healthy_157.jpg,TeaRedLeafSpot,2,val
data/raw\TeaLeafBlight\Healthy_508.jpg,TeaLeafBlight,1,val
